
Algorithm: 1x1x1x
Metric: Euclidean
CLUSTER-1 {size: 32, centroid: [-0.020658,-0.0649398,-0.0310896,-0.0166166,0.0419146,-0.0523933,0.0177755,-0.0296869,0.0240641,-0.0171644,0.00275574,-0.0421967,0.00517358,-0.00140015,0.00986249,-0.00362061,-0.000485478,0.0193165,-0.0101069,-0.0208998,-0.00302577,0.0104309,-0.0146981,-0.020616,0.0272627,0.00349455,-0.0131021,0.04926,0.000873931,-0.0130243,-0.0019395,-0.0330161,0.00856589,-0.00856768,0.00254922,0.0121858,-0.0165426,-0.033348,-0.0285713,0.0110005,-0.0128134,0.0183988,0.0386079,-0.0510404,0.011632,0.0185446,-0.0414073,-0.000401436,0.00247503,0.0164186,-0.04692,0.0219698,0.0192253,-0.00430842,0.036495,-0.00541217,0.0398608,-0.00300549,-0.000741467,-0.0194117,-0.00668789,0.0329825,-0.0199081,0.0609517,0.0265583,0.0327843,0.0426215,-0.0395435,0.0882766,-0.080639,0.0312443,-0.0518747,-0.039304,0.0513264,0.160792,-0.0650187,-0.0202049,0.235144,-0.0585726,0.0520814,0.210975,0.0435874,0.0900892,-0.172244,0.00208396,0.0920238,0.0597214,0.0181333,0.0255286,-0.0615181,-0.0819856,-0.0893054,0.0195676,-0.0405305,0.0417958,-0.0686264,-0.0332604,2.38122e-05,0.0303641,-0.0409888,-0.0639693,-0.0141112,-0.107959,0.0216632,0.0202567,-0.00901357,0.00453041,-0.00278905,0.00559891,-0.00592315,0.00582004,-0.0271225,-0.00610672,0.019714,0.02505,-0.0206524,-0.00714515,0.00363248,-0.00215607,0.0241713,-0.00276991,-6.046e-06,-0.00764667,-0.021624,-0.000181817,0.00982011,-0.000927323,0.00861941,-0.0086916,0.00968431,-0.00410926,0.00623828,-0.000421965,0.00302175,0.0110983,0.00323271,0.02431,-0.00291042,0.00244358,-0.00154565,-0.00821489,-0.0106386,0.0192044,0.00562747,0.0158219,-0.00534504,-0.0194818,-0.00813436,0.0166578,-0.00865807,0.0153024,0.0245907,0.00506701,-0.00190961,0.024735,0.00417049,-0.0135056,0.00990793,0.00675883,0.000922484,-0.011652,0.00225006,-0.0116042,0.00363412,-0.000796848,-0.00519733,-0.0176898,0.0122263,-0.0180016,0.00323924,0.00095604,-0.00801182,-0.000924002,-0.0105054,0.0079626,0.00142711,0.0032907,-0.00114591,-0.00112159,-0.0040982,0.00733223,0.0049422,-0.00793319,0.00214969,0.00309851,-0.00652675,0.000551168,-0.00458765,-0.00462991,-0.00446519,-0.00718582,0.00159898,8.6518e-05,0.00388091,0.00127743,-2.67106e-05,0.0111142,0.00424837,-0.00911231,-0.00946865,0.00219784,-0.00842402,0.000281506]}
CLUSTER-2 {size: 61, centroid: [0.0522768,-0.0431081,-0.00791243,-0.0932511,-0.0461823,-0.0808575,0.0516642,0.134782,-0.0116556,0.102499,0.0341176,0.00720459,-0.00957896,0.00919201,0.0186822,-0.0109175,-0.0205496,0.0197668,0.00459204,-0.00796843,0.00851102,-0.012425,-0.00775727,0.0417449,0.0189667,0.0159214,-0.0105813,0.00686451,0.0143472,-0.0106708,-0.0370535,0.0177234,0.00904903,-0.00136127,-0.0086676,0.000922859,-0.010609,-0.00330481,-0.00856334,0.0163412,-0.0151301,0.00647847,0.00530217,-0.0116574,0.00461074,-0.00114507,0.0226108,-0.00319165,0.0157281,0.0140039,0.0012575,0.00687273,-0.0048914,0.0311402,-0.0200345,0.00876444,0.0107185,-0.0058564,-0.00322975,0.000669985,-0.00776455,0.00964472,-0.0153886,-0.0074329,0.00816324,0.0059428,0.0215156,0.0110618,0.00988674,0.00846698,-0.0383936,-0.0185739,-0.00527159,-0.00225341,-0.00407894,0.0206938,-0.0403354,0.0327062,0.00904184,0.0156357,0.00252737,0.0191243,0.0141227,0.0193809,-0.0370826,-0.0277297,-0.00995887,-0.0232073,0.0093543,-0.00161279,0.00194334,0.0338715,0.00463559,0.0234231,0.0153948,-0.000859212,-0.000394679,0.00337585,-0.0161415,0.00376329,0.0218996,0.00124243,-0.00510522,-0.0578096,-0.0529378,0.127866,-0.120716,-0.0313496,-0.0301979,-0.0454961,-0.0548406,-0.108722,-0.0473287,0.109811,0.0790081,0.106142,-0.105675,0.0775894,-0.0899859,0.0837992,0.0511482,-0.00323466,-0.0367084,-0.0074821,0.0129174,0.0333232,0.0433672,0.00570345,0.0217891,-0.00106763,-0.00334964,0.0165145,-0.0245415,0.00135878,0.0152554,0.00144584,-0.028623,0.0167594,0.0137704,-0.0246474,-0.00299097,0.00712014,0.00257002,-0.0105197,0.022228,-0.0132576,-0.000129917,-0.00922086,-0.0233737,0.0219443,0.00112126,-0.0064211,-0.00623829,-0.000516175,0.000336054,0.00449325,0.0146279,-0.00237544,-0.0174791,-0.00534068,-0.012724,0.0178452,-0.0123028,0.00190234,0.000830167,0.0157273,-0.00904293,0.0114204,0.0100153,0.000942802,0.00960203,-0.00978312,-0.00817331,-0.00572881,-0.00585799,0.0101458,0.00504734,0.0056334,-0.00657971,0.0158408,-0.00258254,-0.00793638,0.0114596,-0.00397526,-0.00338658,0.011151,0.00566527,-0.0036756,0.00110942,-0.000471766,0.00362525,0.0120234,0.00943857,0.00304235,-0.00794191,-0.0103991,-0.00431537,0.00090796,0.00386892,0.00442613,-0.000210164,0.000755699,-0.00186879]}
CLUSTER-3 {size: 39, centroid: [0.00319152,-0.040144,-0.0523397,-0.0263412,0.0194556,-0.0445336,0.013891,-0.0333805,0.0467543,-0.0133794,0.00286647,-0.0399344,-0.0341891,0.0220984,0.0172167,0.0196829,-0.0220904,0.0272954,-0.00448261,-0.0128747,-0.000706143,-0.0159645,-0.014432,-0.00580012,0.00548538,0.0261855,0.0236864,-0.00433686,-0.000870599,0.0110129,-0.00715193,-0.00787813,-0.0118251,-0.00508793,0.00433804,0.0318135,-0.00591391,-0.00120913,-0.0452236,0.00480588,-0.00896404,-0.00264008,0.025875,-0.00915818,-0.00812766,0.00325434,-0.0189219,0.00893486,0.00438582,0.00363572,0.00909272,-0.0201018,0.00777748,-0.0197568,0.00684668,0.0127927,-0.00596624,-0.00842298,-0.00676336,-0.0112119,0.00127208,0.0105805,0.0125115,0.0153702,-0.00668588,0.000109877,0.0214135,0.00939382,0.000983611,-0.0053706,0.00155831,-6.08889e-05,-0.0170855,-0.00611649,0.017894,-0.0165928,0.00671942,0.000697456,0.00680716,0.00505732,0.0169722,-3.10371e-05,-0.00507523,-0.0065355,-0.00437342,-0.000432207,0.0115219,-0.0165482,0.0103354,0.00310532,-0.001137,0.000796927,-0.0105135,0.00490892,0.00835979,-0.000555489,0.0195809,-0.00690026,0.000727344,-0.0159827,-0.00742857,-0.00161352,0.0172064,-0.00781555,0.00498786,-0.00136132,0.0270124,0.0127761,0.00763671,-0.00507756,-0.00151014,0.00755596,0.0335086,0.00608564,-0.0268207,0.00205159,0.00450332,-0.0258711,0.0265593,0.00421718,0.0077713,-0.0247104,-0.039046,-0.00156755,-0.0187346,-0.0166925,-0.0203244,-0.00671427,0.000177113,-0.0141691,-0.025129,-0.0119936,-0.00314685,0.0353315,-0.0290879,-0.0288228,-0.019977,-0.0551233,0.0233795,-0.0622237,0.125714,0.0336299,-0.0456649,0.137676,0.0631899,-0.0440925,0.175528,0.0202875,-0.0686652,0.207383,-0.10126,0.0560326,0.066104,0.115087,0.0100739,-0.0115343,-0.0211339,-0.00679255,0.0587294,-0.00252416,-0.0248591,-0.0183953,-0.0079062,-0.0494173,-0.0431678,-0.0245596,-0.0367305,0.0154605,-0.0571863,0.022438,0.0372779,-0.00357163,-0.000777711,-0.0336791,0.00910916,0.0331753,0.0147793,0.0227418,0.0086023,0.00967883,-0.0248969,0.0118909,-0.0338896,-0.00487832,-0.0277018,0.00246802,-0.0103359,-0.0103581,-0.000886811,0.0213726,-0.00906212,-0.00389519,-0.0219302,-0.00251737,0.0102479,-0.0178823,0.00649592,0.00333685,-0.00722243,-0.0111049,0.00966282,0.00208583,0.0139093]}
CLUSTER-4 {size: 33, centroid: [0.00165226,-0.0250383,-0.00526958,-0.0238227,0.0434107,0.00644213,0.00253398,-0.0298402,0.00671109,0.0136749,-0.000495098,-0.0262276,0.0100592,-0.00221402,0.000551223,0.00814754,-0.00560673,0.0157888,-0.0124965,-0.0150098,-0.00698264,-0.00477621,0.018387,-0.00635428,0.0102252,0.0543232,0.0265164,0.00112591,-0.0160827,-0.0319844,-0.0337125,-0.0126391,-0.0458828,-0.0557635,-0.0663879,0.057275,-0.0140384,0.0587566,-0.0896995,0.0426632,0.00782996,0.0739522,-0.047763,0.027392,-0.00666639,0.0100988,-0.00133568,0.00899639,-0.032117,0.0171822,0.0107618,-0.0100911,-0.00092432,0.00928391,0.00130212,0.0190948,0.00293488,0.0141205,0.0165133,0.0214207,0.0212491,-0.0290665,0.00307558,-0.00438888,-0.0181224,0.0218025,0.0504222,-0.0294804,0.0431331,-0.00203856,-0.064805,-0.0253558,0.013731,-0.0720226,0.01858,-0.0188324,0.0354504,0.0306511,0.0109337,-0.00852509,-0.016818,-0.0253435,-0.00445219,-0.0173565,0.00104295,-0.000307918,-0.0193368,-0.0356277,0.0301601,0.0357678,0.012165,0.00108008,0.000447445,-0.00488492,-0.0804165,-0.0509396,0.0393946,-0.0492848,0.010649,0.0787525,-0.0113608,0.0948616,0.0340082,0.0124198,0.133632,0.161885,0.117278,-0.0258173,0.00607412,-0.0672105,0.0910809,0.0466741,-0.104799,0.00539764,-0.0103702,0.0109658,-0.0414774,-0.076153,0.0680481,0.0409824,0.0142,-0.0131755,-0.0423661,0.00120478,0.0894169,0.0259386,-0.0771666,0.0354653,0.00438615,-0.0460081,0.0102554,0.000934675,0.0120552,0.0323236,-0.0513014,-0.0349641,0.0173443,0.0537069,0.00300933,0.00978751,-0.00198313,-0.00283182,-0.00253706,0.00845149,-0.00382618,0.0083966,-0.0140224,-0.0166513,0.00694745,-0.00359075,-0.0246122,-0.038578,0.0210338,-0.0124803,-0.000472926,0.00190551,0.000172923,-0.0406718,0.000786659,0.000708831,0.00271755,0.00711593,-0.002093,0.000933529,0.00287055,0.0305053,0.0108871,-0.0236859,-0.00729102,-0.0236262,0.00494383,-0.00829585,-0.0150237,-0.0275937,-0.00997217,0.0174187,0.0239923,0.00101477,0.0330544,0.0212161,-0.030093,0.00150642,0.0195941,-0.010846,-0.0124257,-0.00144697,-0.0201639,-0.0219894,0.0275807,-0.0118333,0.0106809,-0.000890788,0.00501444,0.0187879,-0.0164427,0.0125603,-0.0198934,0.000109903,-0.0146839,-0.00332336,-0.00589344,-0.00611542,-0.0145623]}
CLUSTER-5 {size: 10, centroid: [-0.0796267,-0.0434355,-0.0521585,-0.000734681,0.00751097,-0.0398365,-0.016599,0.00649042,-0.0399767,0.0199062,-0.00122474,-0.0345376,-0.00180378,0.0333619,0.0477807,-0.0299489,-0.0220707,-0.0611521,0.0574236,-0.0443438,0.0510778,0.0482803,-0.0426602,-0.0506641,0.130057,-0.166489,0.105423,-0.0793753,-0.000596619,-0.0853819,0.0191564,0.017337,0.0210888,0.0822234,0.0371196,0.0649163,-0.0133663,-0.0690404,-0.0272726,0.068892,0.0300266,-0.0241438,-0.0105164,0.0520554,-0.0477585,-0.0148436,-0.00786494,-0.0254334,0.0232186,0.0408007,0.00202161,-0.00880544,0.012364,0.00664095,-0.0140376,-0.00234883,-0.0197859,0.0181565,-0.013198,-0.0390119,0.021656,-0.0284991,-0.00449368,0.0175502,0.0318816,0.00994963,-0.00964594,-0.0421626,-0.0330174,0.0236146,0.0336995,-0.0137323,0.0179622,-0.0519602,0.00466005,-0.0198686,-0.0249173,-0.0514974,-0.000858878,0.0291871,0.00738987,-0.0347291,-0.0280938,-0.051308,0.0204592,-0.0570678,-0.0393461,-0.0467789,0.0116269,0.00912541,-0.00205299,-0.00651943,-0.0183179,0.015693,0.0436303,-0.0246669,-0.00621838,-0.028436,0.00710717,-0.0156664,-0.0397607,0.019677,-0.0157512,-0.0760361,0.0255022,-0.0178691,-0.00955556,0.0234338,0.0026552,-0.0241476,0.0120801,0.0396369,-0.0111009,-0.024388,0.0216627,0.0430091,0.00561838,0.0539675,-0.0244714,0.0781956,-0.00827298,0.0105282,0.0592755,0.000917205,-0.0543256,0.00414565,0.106237,0.020639,-0.0044499,0.0652835,0.0910101,-0.0568912,-0.00747583,-0.0874954,-0.0521208,-0.0725976,-0.00769816,0.0433716,-0.0105625,0.0247907,-0.0199444,-0.0994713,0.0263042,0.076156,-0.00538068,0.0188667,-0.0233003,0.024037,-0.0112249,0.0254248,0.0577896,-0.00274199,0.0481013,0.0298276,-0.0114748,-0.0573512,-0.0647824,-0.0517224,0.0369041,0.0298385,0.00959972,-0.0125009,-0.012872,-0.0252811,-0.00147426,0.028145,0.0520406,-0.0327662,-0.0238551,-0.0643033,-0.0218235,-0.0267298,0.00914467,-0.0147329,0.00426067,0.0187144,0.0639418,-0.0431826,0.062742,0.038474,-0.0561045,-0.0463856,0.0555506,-0.025816,0.0356821,-0.012305,0.0331935,-0.00411402,-0.0334357,-0.0286234,-0.00123483,-0.0324915,0.0185949,-0.0096699,-0.0312825,-0.0417659,0.0222579,-0.00587971,0.0375091,-0.00292135,0.0281217,0.0250352,0.0247715]}
CLUSTER-6 {size: 26, centroid: [-0.023322,-0.0517688,-0.00598774,-0.00381833,0.0303664,-0.0306081,-0.00535026,-0.0362395,-0.00717738,0.0119809,-0.00840411,-0.0301213,-0.0101975,-0.00199445,0.00578877,-0.020501,-0.000735837,-0.00732421,-0.0102794,-0.0177659,0.0131055,0.0074333,-0.00193054,-0.0153302,-0.00327299,-0.000460445,-0.0153251,-0.00148421,-0.00442576,0.012861,-0.019644,-0.0139406,0.00743166,-0.00159804,0.0191348,0.0156917,0.000466338,0.000541654,-0.0181009,-0.0128959,-0.00308909,-0.0258777,0.0102068,0.00643225,-0.0124527,0.00848937,-0.00886449,-0.00679925,-0.0192485,0.00734295,-0.00818327,0.000296266,-0.0084413,0.00639677,-0.0230368,-0.0151467,0.00187433,-0.0201578,-0.00037727,-0.00195046,0.00205335,0.00501334,-0.00571527,-0.00615845,0.00060294,0.00947976,0.00765661,0.00665914,-0.0173628,0.00428431,-0.0183788,-0.00714066,-0.00191907,0.00520394,0.00545804,-0.00215865,-0.0247728,0.00535488,0.00466465,-0.0125741,0.000846335,-0.00492917,-0.00871643,-4.18271e-05,-0.0167718,-0.0148867,-0.0061348,-0.00128044,0.000122687,0.0166048,0.00511383,0.0139492,-0.0124677,-0.00050894,0.0133985,0.00437553,0.00969263,-0.0034126,-0.0191921,-0.0159538,-0.00172254,-0.017089,-0.000918572,0.0175958,-0.0011763,-0.009517,0.000805021,-0.00501911,0.0115499,-0.0116889,0.0124589,-0.0187929,0.043867,-0.00240529,-0.038329,-0.0276809,-0.00831577,0.0114189,0.0111498,0.00292566,-0.00237638,-0.0102732,0.000653555,0.0282173,0.00757493,-0.00033393,0.000167713,-0.0103969,-0.0101005,-0.0164434,0.0197761,-0.00727325,-0.0340684,0.0364158,-0.00393211,-0.0200466,0.0348788,0.0153041,0.0426141,-0.0690654,0.0333972,-0.00543324,-0.00279448,0.00548164,-0.0382921,-0.0323598,-0.0298823,0.00131492,-0.0308391,-0.0430915,0.00685693,-0.00240608,0.0153742,0.0195213,0.0490111,-0.0166731,-3.29062e-05,-0.0640076,-0.0149553,-0.0380983,0.0276519,0.00174513,-0.00517294,0.0129595,0.0046965,-0.00408699,0.0294728,0.02249,0.00898984,-0.00132861,0.0142447,-0.0127519,-0.0201511,0.0532441,-0.00693562,-0.113619,0.0176679,-0.0177894,0.0301125,-0.021366,0.00349279,0.0250471,-0.0785801,0.0872771,-0.0310462,-0.0328456,0.0290124,0.00199291,0.242243,0.0928991,0.0293842,-0.0769619,0.225577,0.00267296,-0.0585534,0.0465474,-0.0387917,-0.091019,0.10029,0.0174814,0.054336,-0.0595521,-0.0207286]}
CLUSTER-7 {size: 19, centroid: [0.00616185,0.0229687,0.0953669,-0.00743164,0.0219149,0.0194971,0.0476719,-0.0610886,0.00924961,-0.00297601,0.00923696,-0.0110696,0.0147621,0.00782216,0.0285332,-0.0214209,-0.0129444,-0.0164506,-0.0329353,-0.014266,-0.00962584,-0.00388887,0.00784075,-0.00809201,-0.00567545,-0.00738088,-0.00492129,0.00166761,0.00553953,0.0141756,-0.00814395,-0.00413655,-0.0117225,-0.0153162,-0.0126076,0.0327379,0.00353767,-0.0162686,0.0119899,-0.00774402,0.0104488,-0.0201499,-0.00348718,-0.00231754,-0.0191191,-0.00952499,0.00408702,0.00173883,0.0145222,-0.0306777,0.0258053,0.0104382,-0.00249757,-0.0148764,-0.00501847,-0.0164359,0.0155172,0.0130067,0.00467977,-0.0265291,-0.00668745,-0.018706,-0.00306173,0.0267975,-0.000607619,0.0188743,0.0149601,-0.011818,0.000585172,0.00620234,-0.000339132,0.00261588,-0.00155292,-0.00167537,0.0179296,0.000332244,-0.0393623,-0.00262943,-0.009829,-0.0579286,-0.045241,0.0414777,0.00285685,0.000525091,0.0132868,0.00058535,-0.00468348,-0.0219512,-0.000888812,-0.000541667,0.0108628,0.0254758,-0.012293,-0.0142237,-0.0039885,0.00216594,0.0306967,0.0142807,-0.0286982,-0.0489869,-0.0312469,-0.014295,0.00994114,0.000258022,-0.00153576,0.00510113,0.00450965,-0.00391455,0.0170034,0.00485411,0.00848169,-0.00488093,0.0198937,0.0180056,-0.0351681,-0.00521959,-0.0174642,-0.0313671,0.0430216,0.094165,-0.00894926,-0.05299,-0.0513597,-0.0821154,-0.0429601,-0.0688236,0.0519519,-0.039922,-0.000583388,0.00187705,-0.0319107,-0.0874963,0.0341441,0.00815359,0.0266499,0.0918589,0.00359277,-0.0154714,-0.0206812,0.0185118,-0.0294438,-0.0257526,0.0649866,0.00242966,-0.000141821,0.0248469,-0.0295372,-0.0264926,-0.0511262,-0.00575272,-0.0197042,-0.00421699,-0.017139,-0.0154819,-0.0179435,0.030542,0.0420823,0.00177716,-0.0569028,-0.0602591,0.0109849,-0.0409397,-0.0674678,0.0787445,0.00483117,0.0257151,-0.0589032,-0.0735945,-0.0569209,0.0781438,-0.0837756,0.00580064,-0.0861788,0.0670528,-0.0175259,0.057083,0.111532,0.0884795,0.151712,0.085049,0.105382,-0.092378,0.0237026,0.101385,-0.010872,0.0305384,-0.0392125,0.0059918,-0.00300728,0.12214,0.0627961,0.107853,0.0200541,-0.0844327,0.0230043,-0.0431095,0.0484772,0.0348382,0.00648725,-0.05507,0.00569657,0.0437211,0.0602679]}
CLUSTER-8 {size: 41, centroid: [0.0142527,-0.0339494,-0.0200519,-0.0156125,0.0084775,-0.0322004,0.0225903,0.00212225,0.00589329,0.0118538,0.00304093,0.0164176,-0.00675929,0.0234139,0.00368669,-0.0141725,0.00491697,-0.0127562,0.0136517,-0.0180156,-0.00294409,0.00213614,-0.00528716,-0.0204505,-0.0241807,-0.0162449,-0.000482938,-0.0159191,-0.0277455,-0.013248,0.0118474,0.0056531,-0.00865642,-0.0228279,0.0427963,-0.00322692,-0.0112666,-0.0199042,-0.0117087,-0.00371861,-0.0358026,-0.00492502,0.000413356,-0.0176293,0.0164149,-0.0405424,-0.0158674,-0.0434935,-0.0261671,0.00623769,-0.0254576,0.0363954,0.0110208,-0.0238189,-0.00837109,-0.0429581,0.00358295,0.0581936,-0.00601618,-0.0224606,0.0165817,0.0328997,-0.00857708,0.0302874,-0.0255703,-0.00390653,0.0132693,-0.00574585,-0.0173815,0.0206471,-0.017292,-0.0208508,-0.00440755,0.0662253,0.0187107,0.0971654,-0.0576028,0.0164388,0.00208971,-0.144203,-0.0974298,0.0123847,-0.118222,0.0198352,0.100847,0.00999062,-0.0695444,0.0671296,-0.0136602,-0.0252153,-0.156328,-0.124227,0.109121,0.108738,-0.000429432,-0.00311973,-0.038652,-0.000630006,0.0131572,0.0791609,-0.0273012,0.0285455,-0.0181606,0.0559433,0.00861866,-0.00311162,-0.0185947,-0.00726056,-0.0295079,-0.0144438,-0.00223697,-0.00697154,-0.0127778,0.00505749,-0.0105605,0.0032732,0.0110284,0.00266719,-0.0216413,-0.0130051,-0.00239053,0.0106947,0.0195033,-0.0245133,0.00523328,-0.0167665,-0.0151831,0.00787988,0.00975798,-0.0123644,-0.0068223,-0.000513143,0.00651746,-0.000420886,-0.0151525,0.00712245,-0.0323849,-0.00770456,0.010688,-0.0299785,0.0135383,-0.0116335,0.000179143,0.00947616,0.00240458,0.00182102,0.00345693,-0.00116572,0.00562716,-0.00200658,0.00312092,-0.00912037,-0.0021605,-0.0187272,0.0169488,-0.00945741,-0.00028701,-0.00204499,0.0119024,0.0212273,0.011259,-0.00373187,-0.00389857,-0.0130214,0.00601962,-0.0116182,-0.00528674,0.00951199,0.000577345,0.00266144,0.000392532,-0.000884153,0.00470032,-0.017002,-0.012971,-0.0103451,-0.007811,-0.0107979,0.00882043,0.00872765,-0.00119403,-0.0143372,0.00151496,0.00430073,-0.00435654,0.00597688,0.000861689,0.00715475,-0.000719621,-0.00835262,0.000694076,0.00247321,0.0030113,-0.00712067,0.00386457,0.00601766,-0.00834945,-0.00166233,0.00518454,0.00752646,0.00607569,0.0020407,-0.0144945]}
CLUSTER-9 {size: 21, centroid: [-0.0770592,-0.0427799,0.12573,0.338361,-0.0482217,-0.020709,0.0821216,0.0575867,0.0609365,-0.0874152,0.0329447,0.167682,-0.131467,0.155506,-0.0405871,0.0195531,0.106844,0.0864439,0.0158763,0.0155429,-0.0257853,-0.0177104,-0.0283481,-0.0059124,0.0857368,0.00900647,-0.0524384,-0.0325525,0.00949515,0.00746641,0.0645033,-0.0565884,0.0884821,0.0479635,-0.0639952,0.126859,-0.00768225,0.0357079,0.0453559,0.0314753,-0.0329307,-0.0364947,-0.0282127,0.0424575,-0.0139254,-0.0191833,0.00108251,-0.00228596,0.0195951,-0.0369825,-0.00492737,0.0291815,0.0368632,0.0526784,0.0062502,-0.00210481,0.0250691,0.0138238,-0.039457,0.00652755,0.0355406,0.000139335,0.00315837,0.0441388,-0.0256678,-0.0120845,-0.027285,0.056697,0.0297159,0.0365048,-0.0171289,-0.0452437,0.004318,-0.0284824,0.030652,0.0376667,0.0332593,-0.0116662,-0.0808808,0.00775045,0.0313224,0.0100578,-0.00593964,-0.0141656,0.0145582,-0.0230529,-0.0110626,0.0270616,-0.0283418,-0.0143669,0.0407249,0.0391258,-0.0269275,0.00698674,-0.0262214,0.00934818,-0.00691064,-0.0227088,0.0141302,-0.0284091,-0.0108178,-0.00249174,0.0299295,0.0709442,0.0118368,-0.0021873,-0.0166911,-0.0417914,-0.0480594,0.0169107,-0.0181531,-0.0210382,-0.0200856,0.0247438,-0.0164701,-0.0153289,-0.00650578,0.000404072,0.0248002,-0.0319739,0.0343596,0.0196645,0.0227059,-0.034256,-0.0356556,0.013002,-0.06733,0.0189578,0.0296519,-0.0188868,0.0124885,-0.0196506,0.0462729,-0.00286829,0.0506529,-0.0445371,-0.00691398,-0.0462284,-0.000752099,-0.0568765,-0.00885075,-0.0358909,0.00480278,-0.090495,-0.0484589,-0.0293863,0.0438267,0.0184014,-0.0461034,-0.00574313,0.0821059,-0.0581255,0.0138309,0.0385494,-0.000880381,-0.0101744,-0.0973732,0.0476313,-0.0157888,0.0614986,-0.0550143,0.00677338,0.085891,0.000585728,-0.0220081,0.0598363,0.00543786,0.0120026,-0.0078944,0.0448591,0.00113581,0.00238538,-0.000109033,-0.0416184,-0.0236775,0.0276588,0.011304,0.016788,0.00927638,0.0103887,-0.0509453,-0.0205,-0.0122924,0.0128478,-0.00358687,-0.00874575,-0.00288387,0.030651,-0.0298432,-0.0319126,0.0154701,-0.0227774,0.0124853,-0.0424253,-0.0408357,-0.0236904,-0.0200641,-0.0103634,0.0583775,-0.0126685,0.021756,0.0384264,0.00579671]}
CLUSTER-10 {size: 40, centroid: [-0.144788,-0.0383668,-0.064585,-0.0474514,0.0492221,0.264603,0.00570272,0.0324794,-0.0354255,-0.0219764,-0.0988378,0.174674,0.0414067,-0.0847223,-0.113176,-0.149881,-0.104844,0.0936937,0.0541868,0.0016578,-0.0430226,0.0299869,0.0144735,0.112547,-0.0113566,-0.0563087,-0.00340481,0.135145,0.0427592,0.19092,0.00578093,0.158535,0.00842933,0.0543319,0.0126174,0.0692213,-0.0432693,0.0112319,-0.0543918,0.0506058,0.0248501,0.0536084,0.130413,-0.030549,-0.0167083,-0.0952965,0.0339711,-0.0683134,0.037737,0.136852,-0.00256123,-0.036354,-0.102875,-0.0222089,-0.0266659,0.0154751,0.0393031,-0.0128427,-0.0436016,-0.0551572,0.0582536,-0.0146835,-0.0132532,0.0459056,-0.0198059,-0.00879731,0.0359816,0.00333209,-0.00150589,-0.0366686,-0.0753986,-0.0184466,0.0192251,0.00485674,0.0174426,0.0259755,-0.00434161,-0.0212816,0.0313409,0.0414686,-0.0111718,-0.0327189,0.000205974,-0.00679007,0.0077634,-0.0116321,0.0189091,0.0266475,0.0194341,-0.0369762,0.0256695,-0.0004904,0.00292219,-0.0162989,-0.0193338,0.0332572,-0.0193504,0.00581422,-0.0151524,0.0154832,0.0128494,-0.0069145,-0.0158568,-0.00521897,-0.0633981,-0.0119863,-0.00481848,-0.066296,-0.0250215,0.00252681,0.00454193,0.00381612,-0.0174841,-0.0163016,-0.00867636,0.0262553,0.0529813,-0.013719,-0.00605994,0.0126048,-0.0328002,0.0105542,0.00390696,0.00380822,-0.0113923,0.00263087,-0.0189594,0.0126544,-0.00597011,0.00834103,0.000423139,-0.0117582,0.0032841,0.0143922,-0.013566,0.000470188,0.0254847,-0.0184899,-0.0105063,0.0222452,-0.00404671,-0.0331079,-0.00132746,0.0262357,-0.00688511,0.0280827,0.00615658,-0.00382266,0.00165212,-0.011434,0.00913944,0.0149164,0.0057708,-0.00443324,-0.00385581,0.00353728,-0.016738,0.00332699,0.0149942,0.0216976,-0.00504511,0.00241682,0.0136819,-0.000613456,-0.0133444,-0.00047309,-0.00543106,0.00571242,0.000385485,0.0078087,-0.00071767,0.00160269,0.000837814,-0.0009975,4.58771e-05,0.00758357,0.00122428,0.00722418,0.0116043,-0.00141214,0.000611396,0.00423946,0.00228277,0.0135696,-0.00536839,0.00556463,0.00483904,-0.00782083,0.00684972,-0.00647104,-0.0138702,-0.000662224,0.00486246,0.00180751,0.00336354,-0.000954068,-0.00821229,0.00118063,0.0038073,-0.0094825,-0.00599103,0.000119257,5.59382e-05]}
